Geneid	Length
ENSMMUG00000014361	4109
ENSMMUG00000053942	102
ENSMMUG00000014358	1062
ENSMMUG00000012138	6347
ENSMMUG00000012137	2664
ENSMMUG00000009096	2746
ENSMMUG00000009095	708
ENSMMUG00000001831	5224
ENSMMUG00000009094	2606
ENSMMUG00000057886	104
ENSMMUG00000016955	279
ENSMMUG00000016952	3023
ENSMMUG00000040638	1652
ENSMMUG00000001960	6292
ENSMMUG00000016920	3060
ENSMMUG00000049545	107
ENSMMUG00000021260	3092
ENSMMUG00000059762	3825
ENSMMUG00000017259	5171
ENSMMUG00000023431	3264
ENSMMUG00000027219	96
ENSMMUG00000021259	4023
ENSMMUG00000035742	108
ENSMMUG00000020925	7161
ENSMMUG00000049745	1257
ENSMMUG00000010773	321
ENSMMUG00000006221	2393
ENSMMUG00000015950	1464
ENSMMUG00000061520	1684
ENSMMUG00000020083	7108
ENSMMUG00000050521	101
ENSMMUG00000020081	2152
ENSMMUG00000020079	6786
ENSMMUG00000020078	1797
ENSMMUG00000065303	1438
ENSMMUG00000020924	4870
ENSMMUG00000060520	414
ENSMMUG00000060852	117
ENSMMUG00000013001	8064
ENSMMUG00000045396	2311
ENSMMUG00000016623	4035
ENSMMUG00000051126	3719
ENSMMUG00000012993	3665
ENSMMUG00000013170	4074
ENSMMUG00000053254	2807
ENSMMUG00000040158	298
ENSMMUG00000053072	2032
ENSMMUG00000065270	462
ENSMMUG00000046173	2102
ENSMMUG00000013166	7252
ENSMMUG00000027055	83
ENSMMUG00000035355	102
ENSMMUG00000052857	147
ENSMMUG00000005342	3387
ENSMMUG00000049004	1395
ENSMMUG00000005228	4099
ENSMMUG00000028099	117
ENSMMUG00000040001	876
ENSMMUG00000006582	5156
ENSMMUG00000006580	666
ENSMMUG00000050106	3453
ENSMMUG00000015270	627
ENSMMUG00000049141	69
ENSMMUG00000026127	69
ENSMMUG00000026062	104
ENSMMUG00000044625	80
ENSMMUG00000054669	2529
ENSMMUG00000021929	2815
ENSMMUG00000007905	3073
ENSMMUG00000007903	1038
ENSMMUG00000018566	5905
ENSMMUG00000007900	2036
ENSMMUG00000045937	116
ENSMMUG00000013341	1547
ENSMMUG00000007898	2551
ENSMMUG00000007897	1163
ENSMMUG00000027468	117
ENSMMUG00000018565	2049
ENSMMUG00000064464	5857
ENSMMUG00000007643	4399
ENSMMUG00000023784	3765
ENSMMUG00000064480	4489
ENSMMUG00000007577	4465
ENSMMUG00000056209	148
ENSMMUG00000024659	101
ENSMMUG00000011651	2140
ENSMMUG00000065196	117
ENSMMUG00000065340	691
ENSMMUG00000011645	1990
ENSMMUG00000051738	62
ENSMMUG00000057731	833
ENSMMUG00000051377	2157
ENSMMUG00000012538	6188
ENSMMUG00000008402	2154
ENSMMUG00000028192	96
ENSMMUG00000005986	5947
ENSMMUG00000056799	537
ENSMMUG00000004668	6235
ENSMMUG00000039577	299
ENSMMUG00000059902	117
ENSMMUG00000061816	7020
ENSMMUG00000056623	102
ENSMMUG00000020049	9737
ENSMMUG00000010075	2474
ENSMMUG00000010074	3201
ENSMMUG00000010072	1026
ENSMMUG00000010071	1050
ENSMMUG00000010068	1392
ENSMMUG00000054961	107
ENSMMUG00000010067	6086
ENSMMUG00000023231	1163
ENSMMUG00000023234	2460
ENSMMUG00000023235	4415
ENSMMUG00000041335	296
ENSMMUG00000037003	61
ENSMMUG00000059691	117
ENSMMUG00000020047	3494
ENSMMUG00000020046	5904
ENSMMUG00000063822	177
ENSMMUG00000000541	7842
ENSMMUG00000038713	62
ENSMMUG00000022350	2075
ENSMMUG00000058152	1734
ENSMMUG00000062705	62
ENSMMUG00000064339	1308
ENSMMUG00000000386	3093
ENSMMUG00000056324	1927
ENSMMUG00000050619	1314
ENSMMUG00000024937	108
ENSMMUG00000002340	11284
ENSMMUG00000010670	5394
ENSMMUG00000010669	1185
ENSMMUG00000059541	107
ENSMMUG00000010668	3587
ENSMMUG00000012814	3108
ENSMMUG00000061487	1485
ENSMMUG00000053525	3949
ENSMMUG00000059920	304
ENSMMUG00000063223	304
ENSMMUG00000008218	4421
ENSMMUG00000006257	2550
ENSMMUG00000006256	2731
ENSMMUG00000053416	148
ENSMMUG00000046449	1431
ENSMMUG00000002339	4193
ENSMMUG00000007303	4578
ENSMMUG00000061867	148
ENSMMUG00000024818	105
ENSMMUG00000010351	3053
ENSMMUG00000016301	7004
ENSMMUG00000054861	117
ENSMMUG00000033271	103
ENSMMUG00000006485	2607
ENSMMUG00000064743	1619
ENSMMUG00000060724	640
ENSMMUG00000064155	117
ENSMMUG00000021391	448
ENSMMUG00000052437	1182
ENSMMUG00000049420	171
ENSMMUG00000003113	6047
ENSMMUG00000060411	116
ENSMMUG00000047338	268
ENSMMUG00000052838	105
ENSMMUG00000024138	107
ENSMMUG00000010931	2303
ENSMMUG00000045839	295
ENSMMUG00000049093	294
ENSMMUG00000057363	3083
ENSMMUG00000056502	2331
ENSMMUG00000055345	101
ENSMMUG00000026049	110
ENSMMUG00000023150	801
ENSMMUG00000054234	201
ENSMMUG00000013353	798
ENSMMUG00000050870	107
ENSMMUG00000000932	8728
ENSMMUG00000022196	1623
ENSMMUG00000034148	129
ENSMMUG00000003304	5286
ENSMMUG00000031508	795
ENSMMUG00000000933	2557
ENSMMUG00000050612	117
ENSMMUG00000057322	2715
ENSMMUG00000064198	1017
ENSMMUG00000063790	3534
ENSMMUG00000051858	3773
ENSMMUG00000016974	12798
ENSMMUG00000002953	903
ENSMMUG00000061122	2016
ENSMMUG00000054972	1431
ENSMMUG00000055243	3899
ENSMMUG00000022199	6620
ENSMMUG00000055701	1556
ENSMMUG00000003262	2897
ENSMMUG00000001349	8431
ENSMMUG00000016982	3714
ENSMMUG00000056664	107
ENSMMUG00000035795	62
ENSMMUG00000011222	2145
ENSMMUG00000016984	2231
ENSMMUG00000000425	5823
ENSMMUG00000018872	2349
ENSMMUG00000005618	697
ENSMMUG00000003263	6220
ENSMMUG00000063714	1228
ENSMMUG00000049795	102
ENSMMUG00000048617	297
ENSMMUG00000005619	10454
ENSMMUG00000039099	3227
ENSMMUG00000059167	117
ENSMMUG00000014874	4978
ENSMMUG00000008549	3172
ENSMMUG00000059260	6218
ENSMMUG00000064556	2279
ENSMMUG00000014876	3011
ENSMMUG00000013987	3524
ENSMMUG00000005158	6326
ENSMMUG00000059352	2223
ENSMMUG00000050772	1704
ENSMMUG00000061527	1151
ENSMMUG00000051943	1623
ENSMMUG00000057590	78
ENSMMUG00000044187	2427
ENSMMUG00000022881	369
ENSMMUG00000009425	1197
ENSMMUG00000022880	1501
ENSMMUG00000046670	1632
ENSMMUG00000025175	164
ENSMMUG00000062669	1789
ENSMMUG00000056158	1792
ENSMMUG00000014385	4031
ENSMMUG00000001847	3279
ENSMMUG00000016793	6849
ENSMMUG00000037376	103
ENSMMUG00000055815	102
ENSMMUG00000054107	2754
ENSMMUG00000017351	7785
ENSMMUG00000001849	5369
ENSMMUG00000023151	7709
ENSMMUG00000048228	108
ENSMMUG00000025492	103
ENSMMUG00000017983	4055
ENSMMUG00000061615	1817
ENSMMUG00000060809	148
ENSMMUG00000012737	5965
ENSMMUG00000019360	2350
ENSMMUG00000017696	2548
ENSMMUG00000017986	3266
ENSMMUG00000055871	3861
ENSMMUG00000049516	107
ENSMMUG00000052190	148
ENSMMUG00000007390	2052
ENSMMUG00000049373	3797
ENSMMUG00000043487	284
ENSMMUG00000059767	4194
ENSMMUG00000063245	2910
ENSMMUG00000033170	63
ENSMMUG00000012736	1005
ENSMMUG00000060304	1228
ENSMMUG00000053064	1401
ENSMMUG00000050658	4858
ENSMMUG00000055315	1047
ENSMMUG00000053997	5969
ENSMMUG00000003650	1131
ENSMMUG00000017828	2985
ENSMMUG00000062290	1743
ENSMMUG00000058890	2055
ENSMMUG00000062098	116
ENSMMUG00000061860	947
ENSMMUG00000057122	215
ENSMMUG00000022262	6316
ENSMMUG00000004734	3345
ENSMMUG00000009636	1269
ENSMMUG00000023814	3958
ENSMMUG00000007886	4459
ENSMMUG00000054372	2028
ENSMMUG00000019740	7426
ENSMMUG00000013269	7121
ENSMMUG00000060798	1320
ENSMMUG00000025159	115
ENSMMUG00000064748	148
ENSMMUG00000012727	4131
ENSMMUG00000021284	2284
ENSMMUG00000042756	261
ENSMMUG00000000220	1656
ENSMMUG00000046626	4226
ENSMMUG00000019130	2366
ENSMMUG00000024125	137
ENSMMUG00000061459	148
ENSMMUG00000051139	609
ENSMMUG00000003277	5930
ENSMMUG00000017699	585
ENSMMUG00000050247	148
ENSMMUG00000013018	3747
ENSMMUG00000005742	5736
ENSMMUG00000061877	1079
ENSMMUG00000017360	1674
ENSMMUG00000017509	5617
ENSMMUG00000056585	611
ENSMMUG00000012105	3844
ENSMMUG00000023416	5057
ENSMMUG00000055346	897
ENSMMUG00000024064	206
ENSMMUG00000016004	1333
ENSMMUG00000050505	1861
ENSMMUG00000059287	2698
ENSMMUG00000021285	4815
ENSMMUG00000060370	1064
ENSMMUG00000044974	1209
ENSMMUG00000015590	2634
ENSMMUG00000001185	2188
ENSMMUG00000017361	4968
ENSMMUG00000018020	4356
ENSMMUG00000048232	1383
ENSMMUG00000041182	900
ENSMMUG00000021451	1245
ENSMMUG00000013610	4021
ENSMMUG00000035928	98
ENSMMUG00000033553	139
ENSMMUG00000042100	285
ENSMMUG00000054200	1776
ENSMMUG00000012511	1982
ENSMMUG00000016005	7033
ENSMMUG00000017239	6953
ENSMMUG00000062379	3354
ENSMMUG00000049323	1995
ENSMMUG00000010711	7085
ENSMMUG00000012579	1017
ENSMMUG00000032872	68
ENSMMUG00000012723	6349
ENSMMUG00000037073	84
ENSMMUG00000021972	3929
ENSMMUG00000033050	77
ENSMMUG00000058003	117
ENSMMUG00000007755	1837
ENSMMUG00000012526	2342
ENSMMUG00000040591	289
ENSMMUG00000012104	2899
ENSMMUG00000012721	1710
ENSMMUG00000063541	1697
ENSMMUG00000017370	1136
ENSMMUG00000063595	139
ENSMMUG00000017244	1349
ENSMMUG00000012578	1587
ENSMMUG00000017245	1017
ENSMMUG00000049266	4635
ENSMMUG00000043091	1209
ENSMMUG00000050452	5150
ENSMMUG00000001103	1077
ENSMMUG00000060670	117
ENSMMUG00000056907	1113
ENSMMUG00000058628	929
ENSMMUG00000017903	3547
ENSMMUG00000038998	1401
ENSMMUG00000063235	4004
ENSMMUG00000048681	537
ENSMMUG00000001105	2718
ENSMMUG00000050652	1422
ENSMMUG00000013167	2594
ENSMMUG00000002130	3641
ENSMMUG00000041198	5301
ENSMMUG00000017564	4616
ENSMMUG00000001107	7952
ENSMMUG00000014520	2791
ENSMMUG00000057554	148
ENSMMUG00000040181	1701
ENSMMUG00000057501	1075
ENSMMUG00000031537	447
ENSMMUG00000057005	1017
ENSMMUG00000003199	1050
ENSMMUG00000020641	4671
ENSMMUG00000018774	1206
ENSMMUG00000017567	1192
ENSMMUG00000053217	2255
ENSMMUG00000052013	5164
ENSMMUG00000001664	1390
ENSMMUG00000007757	2643
ENSMMUG00000013163	4578
ENSMMUG00000052418	2223
ENSMMUG00000063380	1320
ENSMMUG00000056463	1581
ENSMMUG00000048309	297
ENSMMUG00000060077	5494
ENSMMUG00000018909	1833
ENSMMUG00000051021	148
ENSMMUG00000057786	2544
ENSMMUG00000061194	2969
ENSMMUG00000043130	297
ENSMMUG00000054158	3410
ENSMMUG00000047232	1406
ENSMMUG00000042995	112
ENSMMUG00000061915	117
ENSMMUG00000018910	2189
ENSMMUG00000037594	318
ENSMMUG00000052319	986
ENSMMUG00000007565	6935
ENSMMUG00000010514	2937
ENSMMUG00000007843	828
ENSMMUG00000018530	735
ENSMMUG00000006812	6056
ENSMMUG00000063630	3761
ENSMMUG00000051398	444
ENSMMUG00000063430	2122
ENSMMUG00000059283	8043
ENSMMUG00000014522	3546
ENSMMUG00000003061	4034
ENSMMUG00000027153	96
ENSMMUG00000052769	150
ENSMMUG00000006816	9267
ENSMMUG00000054667	2914
ENSMMUG00000062587	1555
ENSMMUG00000057023	2460
ENSMMUG00000064474	107
ENSMMUG00000020639	819
ENSMMUG00000007760	3193
ENSMMUG00000010516	1771
ENSMMUG00000051713	1053
ENSMMUG00000022936	1635
ENSMMUG00000064965	148
ENSMMUG00000021771	2767
ENSMMUG00000022532	1809
ENSMMUG00000015910	6119
ENSMMUG00000061942	142
ENSMMUG00000019323	6037
ENSMMUG00000023588	2882
ENSMMUG00000022533	2525
ENSMMUG00000051767	1280
ENSMMUG00000024802	109
ENSMMUG00000058753	3522
ENSMMUG00000014236	3164
ENSMMUG00000012574	8695
ENSMMUG00000001953	6255
ENSMMUG00000021772	4406
ENSMMUG00000014523	7509
ENSMMUG00000027556	106
ENSMMUG00000047632	537
ENSMMUG00000023289	10298
ENSMMUG00000011580	7098
ENSMMUG00000064640	322
ENSMMUG00000023585	6524
ENSMMUG00000001949	2811
ENSMMUG00000009107	4687
ENSMMUG00000022539	3676
ENSMMUG00000064759	108
ENSMMUG00000001946	1420
ENSMMUG00000063656	149
ENSMMUG00000008664	1631
ENSMMUG00000019799	1732
ENSMMUG00000062320	1982
ENSMMUG00000010552	3337
ENSMMUG00000001943	2040
ENSMMUG00000050427	1697
ENSMMUG00000061248	148
ENSMMUG00000047061	1800
ENSMMUG00000052747	5945
ENSMMUG00000014232	2690
ENSMMUG00000019854	2677
ENSMMUG00000006343	5146
ENSMMUG00000023587	1152
ENSMMUG00000019857	1248
ENSMMUG00000057371	1133
ENSMMUG00000023584	5680
ENSMMUG00000056242	148
ENSMMUG00000054623	1005
ENSMMUG00000061529	3207
ENSMMUG00000010553	2639
ENSMMUG00000056769	6340
ENSMMUG00000016076	3103
ENSMMUG00000057769	918
ENSMMUG00000008666	8668
ENSMMUG00000054162	117
ENSMMUG00000004576	1795
ENSMMUG00000020740	4502
ENSMMUG00000014526	1128
ENSMMUG00000062394	3790
ENSMMUG00000000058	2674
ENSMMUG00000051648	113
ENSMMUG00000006338	6092
ENSMMUG00000061684	1207
ENSMMUG00000056274	148
ENSMMUG00000026103	167
ENSMMUG00000049937	102
ENSMMUG00000055383	1140
ENSMMUG00000060744	2552
ENSMMUG00000053540	1003
ENSMMUG00000034815	104
ENSMMUG00000031540	1763
ENSMMUG00000054175	1780
ENSMMUG00000031902	8704
ENSMMUG00000025264	106
ENSMMUG00000058662	1661
ENSMMUG00000052748	104
ENSMMUG00000014260	5327
ENSMMUG00000055734	148
ENSMMUG00000054197	148
ENSMMUG00000051606	148
ENSMMUG00000031543	591
ENSMMUG00000014231	982
ENSMMUG00000055908	9293
ENSMMUG00000015779	1347
ENSMMUG00000053350	117
ENSMMUG00000000059	5353
ENSMMUG00000042873	319
ENSMMUG00000010555	5028
ENSMMUG00000001798	3767
ENSMMUG00000021859	4383
ENSMMUG00000052581	6872
ENSMMUG00000043243	4667
ENSMMUG00000014527	3580
ENSMMUG00000053063	1131
ENSMMUG00000060327	119
ENSMMUG00000014261	6192
ENSMMUG00000053420	1726
ENSMMUG00000021918	6966
ENSMMUG00000049225	522
ENSMMUG00000057116	1390
ENSMMUG00000065231	102
ENSMMUG00000016075	3948
ENSMMUG00000048198	303
ENSMMUG00000062939	117
ENSMMUG00000061129	1110
ENSMMUG00000032940	136
ENSMMUG00000001456	3345
ENSMMUG00000027866	131
ENSMMUG00000050483	801
ENSMMUG00000045993	274
ENSMMUG00000050059	777
ENSMMUG00000013454	2499
ENSMMUG00000054921	1521
ENSMMUG00000055295	792
ENSMMUG00000020716	774
ENSMMUG00000009036	4232
ENSMMUG00000054284	351
ENSMMUG00000063181	3826
ENSMMUG00000060058	3622
ENSMMUG00000018321	5413
ENSMMUG00000059753	1174
ENSMMUG00000057918	109
ENSMMUG00000003048	3929
ENSMMUG00000011347	5414
ENSMMUG00000052862	104
ENSMMUG00000059820	5411
ENSMMUG00000021567	7348
ENSMMUG00000057942	699
ENSMMUG00000043637	1090
ENSMMUG00000046972	111
ENSMMUG00000021371	2406
ENSMMUG00000060922	1536
ENSMMUG00000053660	282
ENSMMUG00000003051	3798
ENSMMUG00000060393	2912
ENSMMUG00000022240	2418
ENSMMUG00000035834	108
ENSMMUG00000031605	4384
ENSMMUG00000036842	189
ENSMMUG00000043954	131
ENSMMUG00000062682	1048
ENSMMUG00000022115	5535
ENSMMUG00000013451	3399
ENSMMUG00000018663	7343
ENSMMUG00000058605	117
ENSMMUG00000050811	104
ENSMMUG00000060687	313
ENSMMUG00000051847	104
ENSMMUG00000048819	1266
ENSMMUG00000008916	6694
ENSMMUG00000004189	6520
ENSMMUG00000016197	2643
ENSMMUG00000056924	2196
ENSMMUG00000063421	270
ENSMMUG00000060572	1857
ENSMMUG00000006353	2545
ENSMMUG00000015062	3100
ENSMMUG00000057892	118
ENSMMUG00000049652	2153
ENSMMUG00000025394	109
ENSMMUG00000016073	1213
ENSMMUG00000000912	3101
ENSMMUG00000037726	107
ENSMMUG00000021247	2956
ENSMMUG00000040723	300
ENSMMUG00000021925	489
ENSMMUG00000006352	4867
ENSMMUG00000051934	4862
ENSMMUG00000054852	320
ENSMMUG00000008918	5660
ENSMMUG00000004194	1233
ENSMMUG00000018662	1870
ENSMMUG00000016072	662
ENSMMUG00000019302	1680
ENSMMUG00000027247	78
ENSMMUG00000013448	6915
ENSMMUG00000046471	135
ENSMMUG00000033806	133
ENSMMUG00000021927	3222
ENSMMUG00000008919	5449
ENSMMUG00000024291	109
ENSMMUG00000007230	2400
ENSMMUG00000058318	148
ENSMMUG00000000290	3162
ENSMMUG00000024320	181
ENSMMUG00000016068	2154
ENSMMUG00000006662	5972
ENSMMUG00000059599	2664
ENSMMUG00000051288	1773
ENSMMUG00000015059	5486
ENSMMUG00000018661	3667
ENSMMUG00000056425	5428
ENSMMUG00000041324	270
ENSMMUG00000035726	103
ENSMMUG00000012605	1932
ENSMMUG00000000697	6145
ENSMMUG00000043638	618
ENSMMUG00000008070	11861
ENSMMUG00000055343	1188
ENSMMUG00000015060	5456
ENSMMUG00000003169	5215
ENSMMUG00000021249	4530
ENSMMUG00000017014	6331
ENSMMUG00000055296	5561
ENSMMUG00000050705	117
ENSMMUG00000055637	2162
ENSMMUG00000060258	1644
ENSMMUG00000025504	103
ENSMMUG00000050117	102
ENSMMUG00000055946	6994
ENSMMUG00000054480	104
ENSMMUG00000046638	1985
ENSMMUG00000013443	3663
ENSMMUG00000035668	63
ENSMMUG00000011270	1836
ENSMMUG00000054139	148
ENSMMUG00000055279	147
ENSMMUG00000024707	131
ENSMMUG00000017782	2261
ENSMMUG00000021253	1779
ENSMMUG00000021392	3773
ENSMMUG00000054612	148
ENSMMUG00000002907	1495
ENSMMUG00000040869	3509
ENSMMUG00000055520	2390
ENSMMUG00000042075	2489
ENSMMUG00000014433	9099
ENSMMUG00000050437	5499
ENSMMUG00000062527	1595
ENSMMUG00000017780	1814
ENSMMUG00000000168	4176
ENSMMUG00000021254	3129
ENSMMUG00000021570	1002
ENSMMUG00000021694	4525
ENSMMUG00000000694	4659
ENSMMUG00000060633	108
ENSMMUG00000058067	1388
ENSMMUG00000042547	60
ENSMMUG00000052129	148
ENSMMUG00000063980	1475
ENSMMUG00000037760	298
ENSMMUG00000058624	101
ENSMMUG00000054638	3139
ENSMMUG00000014739	1020
ENSMMUG00000026954	77
ENSMMUG00000012750	1953
ENSMMUG00000057235	3348
ENSMMUG00000014741	778
ENSMMUG00000056821	822
ENSMMUG00000051631	3066
ENSMMUG00000052603	107
ENSMMUG00000060540	148
ENSMMUG00000000984	3958
ENSMMUG00000022153	4626
ENSMMUG00000004671	2515
ENSMMUG00000000166	3378
ENSMMUG00000014742	2121
ENSMMUG00000012752	4358
ENSMMUG00000000164	2261
ENSMMUG00000059733	318
ENSMMUG00000019810	1217
ENSMMUG00000056238	148
ENSMMUG00000060074	850
ENSMMUG00000000158	3578
ENSMMUG00000065118	117
ENSMMUG00000062409	104
ENSMMUG00000010346	2163
ENSMMUG00000011208	5958
ENSMMUG00000000985	6164
ENSMMUG00000053695	111
ENSMMUG00000045509	3625
ENSMMUG00000064045	342
ENSMMUG00000055705	1765
ENSMMUG00000000756	2543
ENSMMUG00000051466	149
ENSMMUG00000006351	1830
ENSMMUG00000028389	112
ENSMMUG00000011363	3266
ENSMMUG00000042811	69
ENSMMUG00000063669	1074
ENSMMUG00000033282	124
ENSMMUG00000057262	148
ENSMMUG00000057029	2857
ENSMMUG00000053932	433
ENSMMUG00000035327	102
ENSMMUG00000048905	3034
ENSMMUG00000053677	2413
ENSMMUG00000000688	4070
ENSMMUG00000055880	4028
ENSMMUG00000056977	148
ENSMMUG00000064459	1217
ENSMMUG00000019813	10648
ENSMMUG00000000911	3978
ENSMMUG00000052755	3597
ENSMMUG00000037122	103
ENSMMUG00000021334	4047
ENSMMUG00000055664	552
ENSMMUG00000037311	98
ENSMMUG00000050488	1217
ENSMMUG00000045982	100
ENSMMUG00000013069	1505
ENSMMUG00000065284	1017
ENSMMUG00000058249	729
ENSMMUG00000058867	2325
ENSMMUG00000024121	104
ENSMMUG00000060029	1823
ENSMMUG00000054619	1552
ENSMMUG00000058173	1748
ENSMMUG00000010630	378
ENSMMUG00000059662	1962
ENSMMUG00000062611	148
ENSMMUG00000027920	107
ENSMMUG00000063827	106
ENSMMUG00000051570	1434
ENSMMUG00000064298	3853
ENSMMUG00000024344	104
ENSMMUG00000061488	1760
ENSMMUG00000057421	117
ENSMMUG00000001049	4359
ENSMMUG00000058904	148
ENSMMUG00000016720	10695
ENSMMUG00000019824	4224
ENSMMUG00000064181	1949
ENSMMUG00000055898	657
ENSMMUG00000013661	1601
ENSMMUG00000060567	1707
ENSMMUG00000009998	4015
ENSMMUG00000059245	1549
ENSMMUG00000063874	1910
ENSMMUG00000050558	3639
ENSMMUG00000019262	7189
ENSMMUG00000061903	2427
ENSMMUG00000063978	2446
ENSMMUG00000049434	1365
ENSMMUG00000061347	1665
ENSMMUG00000054506	1580
ENSMMUG00000052110	102
ENSMMUG00000056050	379
ENSMMUG00000034009	130
ENSMMUG00000051275	1614
ENSMMUG00000055517	587
ENSMMUG00000062434	2583
ENSMMUG00000016719	6424
ENSMMUG00000001048	4155
ENSMMUG00000062453	3354
ENSMMUG00000051728	849
ENSMMUG00000009667	1767
ENSMMUG00000001045	2364
ENSMMUG00000016901	906
ENSMMUG00000063580	1667
ENSMMUG00000005515	6796
ENSMMUG00000022112	1108
ENSMMUG00000036670	99
ENSMMUG00000059089	273
ENSMMUG00000013546	13467
ENSMMUG00000013885	2955
ENSMMUG00000021117	7761
ENSMMUG00000051098	193
ENSMMUG00000052704	630
ENSMMUG00000002746	564
ENSMMUG00000052901	5750
ENSMMUG00000050698	336
ENSMMUG00000061361	1947
ENSMMUG00000054346	103
ENSMMUG00000025987	99
ENSMMUG00000000898	3742
ENSMMUG00000011362	3729
ENSMMUG00000050100	2211
ENSMMUG00000050977	106
ENSMMUG00000060693	3334
ENSMMUG00000053240	140
ENSMMUG00000057768	3010
ENSMMUG00000024598	109
ENSMMUG00000055463	148
ENSMMUG00000013545	5080
ENSMMUG00000000894	2721
ENSMMUG00000045275	2148
ENSMMUG00000034764	121
ENSMMUG00000043950	306
ENSMMUG00000013543	4554
ENSMMUG00000024834	135
ENSMMUG00000006454	4561
ENSMMUG00000065085	103
ENSMMUG00000019977	5838
ENSMMUG00000007973	7989
ENSMMUG00000014045	5375
ENSMMUG00000019978	3180
ENSMMUG00000040299	1323
ENSMMUG00000008786	2674
ENSMMUG00000013846	1299
ENSMMUG00000053825	148
ENSMMUG00000050716	113
ENSMMUG00000047491	1263
ENSMMUG00000014046	4745
ENSMMUG00000059638	2862
ENSMMUG00000019266	3924
ENSMMUG00000006562	2566
ENSMMUG00000019267	5163
ENSMMUG00000013385	2252
ENSMMUG00000008791	7890
ENSMMUG00000019269	3265
ENSMMUG00000002865	5307
ENSMMUG00000006553	2433
ENSMMUG00000056003	1498
ENSMMUG00000011161	4359
ENSMMUG00000055436	907
ENSMMUG00000053921	1260
ENSMMUG00000061316	46
ENSMMUG00000051778	1748
ENSMMUG00000062856	104
ENSMMUG00000006557	2072
ENSMMUG00000056699	3396
ENSMMUG00000058299	1968
ENSMMUG00000060803	1679
ENSMMUG00000064431	3828
ENSMMUG00000006558	4111
ENSMMUG00000061955	149
ENSMMUG00000050134	1218
ENSMMUG00000064588	102
ENSMMUG00000001596	3269
ENSMMUG00000008810	2935
ENSMMUG00000052543	148
ENSMMUG00000047365	4019
ENSMMUG00000065088	6080
ENSMMUG00000048407	79
ENSMMUG00000018949	3732
ENSMMUG00000043015	301
ENSMMUG00000043287	2134
ENSMMUG00000049435	936
ENSMMUG00000018951	1552
ENSMMUG00000065004	1451
ENSMMUG00000033810	85
ENSMMUG00000057502	1672
ENSMMUG00000001594	5909
ENSMMUG00000031947	372
ENSMMUG00000019597	5660
ENSMMUG00000011231	2748
ENSMMUG00000018955	7207
ENSMMUG00000001593	1655
ENSMMUG00000008787	8496
ENSMMUG00000018417	1038
ENSMMUG00000024819	111
ENSMMUG00000024203	104
ENSMMUG00000057049	148
ENSMMUG00000018956	240
ENSMMUG00000001592	1453
ENSMMUG00000053196	151
ENSMMUG00000062094	2997
ENSMMUG00000053340	3753
ENSMMUG00000055098	1387
ENSMMUG00000061281	1395
ENSMMUG00000052213	1075
ENSMMUG00000024701	133
ENSMMUG00000000800	3330
ENSMMUG00000050854	2585
ENSMMUG00000065056	1106
ENSMMUG00000063953	2855
ENSMMUG00000002925	6042
ENSMMUG00000051987	3092
ENSMMUG00000021620	3983
ENSMMUG00000033099	108
ENSMMUG00000063863	62
ENSMMUG00000056791	2313
ENSMMUG00000059533	966
ENSMMUG00000000075	5115
ENSMMUG00000014426	807
ENSMMUG00000051280	727
ENSMMUG00000001981	2817
ENSMMUG00000003216	5325
ENSMMUG00000059215	102
ENSMMUG00000010934	8721
ENSMMUG00000040717	291
ENSMMUG00000050945	3332
ENSMMUG00000042584	288
ENSMMUG00000025820	110
ENSMMUG00000058573	146
ENSMMUG00000005188	3728
ENSMMUG00000001980	2520
ENSMMUG00000002863	2422
ENSMMUG00000064296	76
ENSMMUG00000002818	3802
ENSMMUG00000001976	1422
ENSMMUG00000026768	132
ENSMMUG00000002862	4049
ENSMMUG00000005187	1820
ENSMMUG00000055499	1299
ENSMMUG00000000907	4433
ENSMMUG00000023078	2370
ENSMMUG00000062687	79
ENSMMUG00000033108	76
ENSMMUG00000002861	3710
ENSMMUG00000007503	3107
ENSMMUG00000000906	1230
ENSMMUG00000007507	3257
ENSMMUG00000004079	3478
ENSMMUG00000000905	1691
ENSMMUG00000053804	5478
ENSMMUG00000000902	2816
ENSMMUG00000062964	117
ENSMMUG00000020025	4410
ENSMMUG00000002820	5700
ENSMMUG00000007524	2260
ENSMMUG00000004083	6489
ENSMMUG00000056813	190
ENSMMUG00000053955	1620
ENSMMUG00000063222	1493
ENSMMUG00000007525	1062
ENSMMUG00000007238	987
ENSMMUG00000020024	1032
ENSMMUG00000057758	1863
ENSMMUG00000058765	1912
ENSMMUG00000037195	103
ENSMMUG00000051295	148
ENSMMUG00000049333	1683
ENSMMUG00000054028	306
ENSMMUG00000016367	5921
ENSMMUG00000010163	3877
ENSMMUG00000007528	5452
ENSMMUG00000049614	148
ENSMMUG00000058805	579
ENSMMUG00000012014	1477
ENSMMUG00000016602	2399
ENSMMUG00000009742	3093
ENSMMUG00000059222	106
ENSMMUG00000020026	4145
ENSMMUG00000007224	558
ENSMMUG00000011577	3889
ENSMMUG00000060581	1148
ENSMMUG00000012012	4105
ENSMMUG00000009744	4097
ENSMMUG00000039085	6862
ENSMMUG00000009746	1724
ENSMMUG00000059314	72
ENSMMUG00000002946	414
ENSMMUG00000056483	104
