mmul_gene_id	mmul_symbol	human_symbol
ENSMMUG00000014647	GPBP1	GPBP1
ENSMMUG00000001960	GPBP1L1	GPBP1L1
ENSMMUG00000056083	GPC1	GPC1
ENSMMUG00000050732	GPC2	GPC2
ENSMMUG00000009622	GPC3	GPC3
ENSMMUG00000003456	GPC4	GPC4
ENSMMUG00000011376	GPC5	GPC5
ENSMMUG00000001809	GPCPD1	GPCPD1
ENSMMUG00000006532	GPD1	GPD1
ENSMMUG00000004897	GPD2	GPD2
ENSMMUG00000003976	GPHA2	GPHA2
ENSMMUG00000059346	GPHB5	GPHB5
ENSMMUG00000009520	GPHN	GPHN
ENSMMUG00000055361	GPIHBP1	GPIHBP1
ENSMMUG00000022119	GPLD1	GPLD1
ENSMMUG00000007814	GPM6A	GPM6A
ENSMMUG00000019415	GPM6B	GPM6B
ENSMMUG00000018721	GPN2	GPN2
ENSMMUG00000012648	GPNMB	GPNMB
ENSMMUG00000005605	GPR101	GPR101
ENSMMUG00000008388	GPR119	GPR119
ENSMMUG00000060819	GPR12	GPR12
ENSMMUG00000007517	GPR132	GPR132
ENSMMUG00000010390	GPR137	GPR137
ENSMMUG00000006998	GPR137C	GPR137C
ENSMMUG00000055853	GPR139	GPR139
ENSMMUG00000040368	GPR141	GPR141
ENSMMUG00000006192	GPR143	GPR143
ENSMMUG00000009550	GPR15	GPR15
ENSMMUG00000001211	GPR150	GPR150
ENSMMUG00000023287	GPR151	GPR151
ENSMMUG00000005489	GPR152	GPR152
ENSMMUG00000057977	GPR153	GPR153
ENSMMUG00000021012	GPR155	GPR155
ENSMMUG00000001981	GPR156	GPR156
ENSMMUG00000002930	GPR158	GPR158
ENSMMUG00000022196	GPR160	GPR160
ENSMMUG00000010395	GPR161	GPR161
ENSMMUG00000049147	GPR162	GPR162
ENSMMUG00000004180	GPR17	GPR17
ENSMMUG00000017244	GPR171	GPR171
ENSMMUG00000052416	GPR173	GPR173
ENSMMUG00000047442	GPR174	GPR174
ENSMMUG00000006039	GPR176	GPR176
ENSMMUG00000020528	GPR179	GPR179
ENSMMUG00000060781	GPR18	GPR18
ENSMMUG00000013059	GPR180	GPR180
ENSMMUG00000021114	GPR182	ACKR5
ENSMMUG00000012338	GPR183	GPR183
ENSMMUG00000012504	GPR19	GPR19
ENSMMUG00000049586	GPR20	GPR20
ENSMMUG00000015412	GPR22	GPR22
ENSMMUG00000053995	GPR26	GPR26
ENSMMUG00000018325	GPR3	GPR3
ENSMMUG00000022583	GPR34	GPR34
ENSMMUG00000015419	GPR35	GPR35
ENSMMUG00000010664	GPR37	GPR37
ENSMMUG00000013788	GPR37L1	GPR37L1
ENSMMUG00000001620	GPR50	GPR50
ENSMMUG00000014763	GPR6	GPR6
ENSMMUG00000058297	GPR61	GPR61
ENSMMUG00000055593	GPR63	GPR63
ENSMMUG00000017260	GPR65	GPR65
ENSMMUG00000054889	GPR68	GPR68
ENSMMUG00000008105	GPR75	GPR75
ENSMMUG00000006236	GPR78	GPR78
ENSMMUG00000022584	GPR82	GPR82
ENSMMUG00000016671	GPR84	GPR84
ENSMMUG00000015548	GPR85	GPR85
ENSMMUG00000001103	GPR87	GPR87
ENSMMUG00000046251	GPRASP1	GPRASP1
ENSMMUG00000009970	GPRASP2	GPRASP2
ENSMMUG00000057981	GPRC5A	GPRC5A
ENSMMUG00000002709	GPRC5B	GPRC5B
ENSMMUG00000013324	GPRC5C	GPRC5C
ENSMMUG00000032125	GPRC5D	GPRC5D
ENSMMUG00000003072	GPRC6A	GPRC6A
ENSMMUG00000013284	GPRIN1	GPRIN1
ENSMMUG00000050210	GPRIN2	GPRIN2
ENSMMUG00000057606	GPRIN3	GPRIN3
ENSMMUG00000010161	GPSM2	GPSM2
ENSMMUG00000018459	GPSM3	GPSM3
ENSMMUG00000015585	GPT	GPT
ENSMMUG00000012963	GPX1	GPX1
ENSMMUG00000021987	GPX2	GPX2
ENSMMUG00000042643	GPX3	GPX3
ENSMMUG00000028946	GPX4	GPX4
ENSMMUG00000004618	GPX5	GPX5
ENSMMUG00000004617	GPX6	GPX6
ENSMMUG00000061256	GPX7	GPX7
ENSMMUG00000051451	GPX8	GPX8
ENSMMUG00000001538	GRAMD1A	GRAMD1B
ENSMMUG00000005327	GRAP	GRAP
ENSMMUG00000004880	GRAP2	GRAP2
ENSMMUG00000019992	GRB10	GRB10
ENSMMUG00000020775	GRB7	GRB7
ENSMMUG00000020249	GREB1	GREB1
ENSMMUG00000003974	GREB1L	GREB1L
ENSMMUG00000001810	GREM1	GREM1
ENSMMUG00000064824	GREM2	GREM2
ENSMMUG00000001535	GRHL1	GRHL1
ENSMMUG00000020995	GRHL2	GRHL2
ENSMMUG00000009287	GRIA1	GRIA1
ENSMMUG00000018272	GRIA2	GRIA2
ENSMMUG00000009054	GRIA3	GRIA3
ENSMMUG00000010987	GRIA4	GRIA4
ENSMMUG00000023612	GRID1	GRID1
ENSMMUG00000002366	GRID2	GRID2
ENSMMUG00000021839	GRID2IP	GRID2IP
ENSMMUG00000004886	GRIK1	GRIK1
ENSMMUG00000009856	GRIK2	GRIK2
ENSMMUG00000022347	GRIK4	GRIK4
ENSMMUG00000001661	GRIN1	GRIN1
ENSMMUG00000019112	GRIN2B	GRIN2B
ENSMMUG00000005744	GRIN2C	GRIN2C
ENSMMUG00000016675	GRIN3A	GRIN3A
ENSMMUG00000016631	GRIP1	GRIP1
ENSMMUG00000006342	GRIP2	GRIP2
ENSMMUG00000020059	GRIPAP1	GRIPAP1
ENSMMUG00000007427	GRK1	GRK1
ENSMMUG00000019817	GRK6	GRK6
ENSMMUG00000007387	GRK7	GRK7
ENSMMUG00000016428	GRM1	GRM1
ENSMMUG00000012005	GRM2	GRM2
ENSMMUG00000022513	GRM3	GRM3
ENSMMUG00000010184	GRM5	GRM5
ENSMMUG00000015240	GRM8	GRM8
ENSMMUG00000064900	GRPEL1	GRPEL1
ENSMMUG00000059111	GRPEL2	GRPEL2
ENSMMUG00000023688	GRPR	GRPR
ENSMMUG00000000380	GRSF1	GRSF1
ENSMMUG00000001791	GRWD1	GRWD1
ENSMMUG00000030349	GRXCR1	GRXCR1
ENSMMUG00000049310	GRXCR2	GRXCR2
ENSMMUG00000055341	GSC	GSC
ENSMMUG00000064723	GSDMA	GSDMA
ENSMMUG00000015345	GSDMC	GSDMC
ENSMMUG00000001633	GSDMD	GSDMD
ENSMMUG00000015572	GSG1L	GSG1L
ENSMMUG00000003395	GSKIP	GSKIP
ENSMMUG00000013020	GSN	GSN
ENSMMUG00000029293	GSPT2	GSPT2
ENSMMUG00000014899	GSTA4	GSTA4
ENSMMUG00000018811	GSTCD	GSTCD
ENSMMUG00000012628	GSTK1	GSTK1
ENSMMUG00000008029	GSTM3	GSTM3
ENSMMUG00000015334	GSTO1	GSTO1
ENSMMUG00000062166	GSTO2	GSTO2
ENSMMUG00000018524	GSTP1	GSTP1
ENSMMUG00000001097	GSTZ1	GSTZ1
ENSMMUG00000004507	GSX1	GSX1
ENSMMUG00000048263	GSX2	GSX2
ENSMMUG00000011922	GTDC1	QTMAN
ENSMMUG00000022122	GTF2A1	GTF2A1
ENSMMUG00000039935	GTF2A2	GTF2A2
ENSMMUG00000002794	GTF2B	GTF2B
ENSMMUG00000001596	GTF2E1	GTF2E1
ENSMMUG00000000459	GTF2E2	GTF2E2
ENSMMUG00000007904	GTF2F1	GTF2F1
ENSMMUG00000062575	GTF2F2	GTF2F2
ENSMMUG00000006217	GTF2H2	GTF2H2
ENSMMUG00000018605	GTF2H4	GTF2H4
ENSMMUG00000049294	GTF2H5	GTF2H5
ENSMMUG00000006823	GTF2I	GTF2I
ENSMMUG00000018842	GTF2IRD1	GTF2IRD1
ENSMMUG00000009029	GTF3A	GTF3A
ENSMMUG00000008254	GTF3C1	GTF3C1
ENSMMUG00000010505	GTF3C2	GTF3C2
ENSMMUG00000008643	GTF3C3	GTF3C3
ENSMMUG00000009915	GTF3C4	GTF3C4
ENSMMUG00000001267	GTF3C5	GTF3C5
ENSMMUG00000007277	GTPBP1	GTPBP1
ENSMMUG00000023656	GTPBP10	GTPBP10
ENSMMUG00000008890	GTPBP2	GTPBP2
ENSMMUG00000010813	GTPBP4	GTPBP4
ENSMMUG00000014874	GTPBP8	GTPBP8
ENSMMUG00000008136	GTSE1	GTSE1
ENSMMUG00000031325	GTSF1L	GTSF1L
ENSMMUG00000003999	GUCA1B	GUCA1B
ENSMMUG00000056218	GUCA1B	GUCA1B
ENSMMUG00000052704	GUCA1C	GUCA1A
ENSMMUG00000055703	GUCA2A	GUCA2A
ENSMMUG00000018965	GUCA2B	GUCA2B
ENSMMUG00000000263	GUCD1	GUCD1
ENSMMUG00000013419	GUCY1A2	GUCY1A2
ENSMMUG00000057471	GUCY2C	GUCY2C
ENSMMUG00000017723	GUCY2D	GUCY2D
ENSMMUG00000013199	GUCY2F	GUCY2F
ENSMMUG00000009270	GUF1	GUF1
ENSMMUG00000023085	GUK1	GUK1
ENSMMUG00000003911	GYS1	GYS1
ENSMMUG00000016171	GYS2	GYS2
ENSMMUG00000022387	GZF1	GZF1
ENSMMUG00000001597	GZMA	GZMA
ENSMMUG00000014381	GZMB	GZMB
ENSMMUG00000020171	GZMK	GZMK
ENSMMUG00000016711	H6PD	H6PD
ENSMMUG00000064735	HAAO	HAAO
ENSMMUG00000001207	HABP2	HABP2
ENSMMUG00000023254	HADH	HADH
ENSMMUG00000004380	HADHA	HADHA
ENSMMUG00000004381	HADHB	HADHB
ENSMMUG00000000737	HAGH	HAGH
ENSMMUG00000006453	HAGHL	HAGHL
ENSMMUG00000009308	HAL	HAL
ENSMMUG00000011288	HAMP	HAMP
ENSMMUG00000010621	HAND1	HAND1
ENSMMUG00000048816	HAND2	HAND2
ENSMMUG00000009192	HAO1	HAO1
ENSMMUG00000016567	HAO2	HAO2
ENSMMUG00000061282	HAPLN1	HAPLN1
ENSMMUG00000060011	HAPLN2	HAPLN2
ENSMMUG00000000556	HAPLN3	HAPLN3
ENSMMUG00000059160	HARBI1	HARBI1
ENSMMUG00000013050	HAS1	HAS1
ENSMMUG00000045043	HAS2	HAS2
ENSMMUG00000010922	HAS3	HAS3
ENSMMUG00000003124	HAUS1	HAUS1
ENSMMUG00000001548	HAUS2	HAUS2
ENSMMUG00000018396	HAUS6	HAUS6
ENSMMUG00000012739	HAUS7	HAUS7
ENSMMUG00000000491	HAUS8	HAUS8
ENSMMUG00000010814	HAX1	HAX1
ENSMMUG00000041831	HBE1	HBE1
ENSMMUG00000060742	HBEGF	HBEGF
ENSMMUG00000015409	HBP1	HBP1
ENSMMUG00000042961	HBQ1	HBQ1
ENSMMUG00000004802	HBS1L	HBS1L
ENSMMUG00000054216	HCAR1	HCAR1
ENSMMUG00000013993	HCCS	HCCS
ENSMMUG00000061321	HCFC1R1	HCFC1R1
ENSMMUG00000057796	HCFC2	HCFC2
ENSMMUG00000013545	HCLS1	HCLS1
ENSMMUG00000061381	HCN3	HCN3
ENSMMUG00000016564	HCN4	HCN4
ENSMMUG00000006406	HCRT	HCRT
ENSMMUG00000023396	HCRTR1	HCRTR1
ENSMMUG00000001395	HCRTR2	HCRTR2
ENSMMUG00000019758	HCST	HCST
ENSMMUG00000001369	HDAC11	HDAC11
ENSMMUG00000012588	HDAC3	HDAC3
ENSMMUG00000006806	HDAC5	HDAC5
ENSMMUG00000016465	HDAC6	HDAC6
ENSMMUG00000002877	HDC	HDC
ENSMMUG00000015317	HDDC2	HDDC2
ENSMMUG00000010999	HDHD2	HDHD2
ENSMMUG00000007187	HDHD3	HDHD3
ENSMMUG00000004730	HDLBP	HDLBP
ENSMMUG00000020536	HDX	HDX
ENSMMUG00000015135	HEATR1	HEATR1
ENSMMUG00000000313	HEATR4	HEATR4
ENSMMUG00000014939	HEATR5B	HEATR5B
ENSMMUG00000007671	HEATR6	HEATR6
ENSMMUG00000017633	HEBP1	HEBP1
ENSMMUG00000000122	HEBP2	HEBP2
ENSMMUG00000005682	HECA	HECA
ENSMMUG00000003120	HECTD1	HECTD1
ENSMMUG00000000238	HECTD2	HECTD2
ENSMMUG00000012993	HECTD3	HECTD3
ENSMMUG00000019015	HECW1	HECW1
ENSMMUG00000032005	HEG1	HEG1
ENSMMUG00000016628	HELB	HELB
ENSMMUG00000017255	HELLS	HELLS
ENSMMUG00000015350	HELQ	HELQ
ENSMMUG00000001081	HELT	HELT
ENSMMUG00000013634	HEMGN	HEMGN
ENSMMUG00000010498	HEMK1	HEMK1
ENSMMUG00000009431	HENMT1	HENMT1
ENSMMUG00000065277	HEPACAM	HEPACAM
ENSMMUG00000004456	HEPACAM2	HEPACAM2
ENSMMUG00000002805	HEPH	HEPH
ENSMMUG00000004500	HEPHL1	HEPHL1
ENSMMUG00000012117	HERC1	HERC1
ENSMMUG00000004370	HERC2	HERC2
ENSMMUG00000010138	HERC3	HERC3
ENSMMUG00000010105	HERC4	HERC4
ENSMMUG00000010314	HERC6	HERC6
ENSMMUG00000019189	HERPUD1	HERPUD1
ENSMMUG00000022882	HES2	HES2
ENSMMUG00000007224	HESX1	HESX1
ENSMMUG00000046622	HEXA	HEXA
ENSMMUG00000019997	HEXB	HEXB
ENSMMUG00000062972	HEXIM1	HEXIM1
ENSMMUG00000000713	HEXIM2	HEXIM2
ENSMMUG00000002740	HEY1	HEY1
ENSMMUG00000053773	HEY2	HEY2
ENSMMUG00000023733	HFE	HFE
ENSMMUG00000001593	HGD	HGD
ENSMMUG00000018652	HGF	HGF
ENSMMUG00000007162	HGFAC	HGFAC
ENSMMUG00000008833	HGS	HGS
ENSMMUG00000011789	HHEX	HHEX
ENSMMUG00000007968	HHIP	HHIP
ENSMMUG00000023134	HIBADH	HIBADH
ENSMMUG00000031089	HIC2	HIC2
ENSMMUG00000021002	HIF1A	HIF1A
ENSMMUG00000006637	HIF1AN	HIF1AN
ENSMMUG00000000215	HIF3A	HIF3A
ENSMMUG00000054498	HIGD1B	HIGD1B
ENSMMUG00000037566	HIGD1C	HIGD1C
ENSMMUG00000064051	HIGD2A	HIGD2A
ENSMMUG00000014877	HINFP	HINFP
ENSMMUG00000009985	HINT1	HINT1
ENSMMUG00000016337	HINT2	HINT2
ENSMMUG00000004291	HINT3	HINT3
ENSMMUG00000005229	HIP1	HIP1
ENSMMUG00000015221	HIP1R	HIP1R
ENSMMUG00000021535	HIPK1	HIPK1
ENSMMUG00000002481	HIPK2	HIPK2
ENSMMUG00000019988	HIPK3	HIPK3
ENSMMUG00000009650	HIRA	HIRA
ENSMMUG00000020275	HIRIP3	HIRIP3
ENSMMUG00000008560	HIVEP1	HIVEP1
ENSMMUG00000007998	HIVEP2	HIVEP2
ENSMMUG00000016215	HIVEP3	HIVEP3
ENSMMUG00000021221	HJURP	HJURP
ENSMMUG00000015302	HK1	HK1
ENSMMUG00000011845	HK2	HK2
ENSMMUG00000002653	HK3	HK3
ENSMMUG00000003849	HKDC1	HKDC1
ENSMMUG00000015566	HLCS	HLCS
ENSMMUG00000022627	HLF	HLF
ENSMMUG00000005526	HLTF	HLTF
ENSMMUG00000062202	HLX	HLX
ENSMMUG00000014981	HMBOX1	HMBOX1
ENSMMUG00000014866	HMBS	HMBS
ENSMMUG00000007430	HMG20A	HMG20A
ENSMMUG00000046615	HMGB1	HMGB1
ENSMMUG00000019548	HMGCL	HMGCL
ENSMMUG00000001399	HMGCLL1	HMGCLL1
ENSMMUG00000006139	HMGCR	HMGCR
ENSMMUG00000001226	HMGCS1	HMGCS1
ENSMMUG00000023097	HMGCS2	HMGCS2
ENSMMUG00000004351	HMGN3	HMGN3
ENSMMUG00000029909	HMGN4	HMGN4
ENSMMUG00000011554	HMGXB3	HMGXB3
ENSMMUG00000012011	HMGXB4	HMGXB4
ENSMMUG00000019553	HMMR	HMMR
ENSMMUG00000007221	HMOX1	HMOX1
ENSMMUG00000009901	HMOX2	HMOX2
ENSMMUG00000063426	HMX1	HMX1
ENSMMUG00000053104	HMX2	HMX2
ENSMMUG00000003431	HNF1B	HNF1B
ENSMMUG00000006464	HNF4A	HNF4A
ENSMMUG00000002774	HNF4G	HNF4G
ENSMMUG00000006918	HNMT	HNMT
ENSMMUG00000012989	HNRNPA1	HNRNPA1
ENSMMUG00000003619	HNRNPA2B1	HNRNPA2B1
ENSMMUG00000003996	HNRNPAB	HNRNPAB
ENSMMUG00000014809	HNRNPC	HNRNPC
ENSMMUG00000060484	HNRNPD	HNRNPD
ENSMMUG00000020982	HNRNPF	HNRNPF
ENSMMUG00000019580	HNRNPH2	HNRNPH2
ENSMMUG00000009792	HNRNPH3	HNRNPH3
ENSMMUG00000018871	HNRNPK	HNRNPK
ENSMMUG00000004877	HNRNPL	HNRNPL
ENSMMUG00000018806	HNRNPM	HNRNPM
ENSMMUG00000021098	HNRNPU	HNRNPU
ENSMMUG00000051635	HNRNPUL2	HNRNPUL2
ENSMMUG00000017057	HOMER1	HOMER1
ENSMMUG00000008297	HOMER2	HOMER2
ENSMMUG00000023294	HOMER3	HOMER3
ENSMMUG00000014744	HOMEZ	HOMEZ
ENSMMUG00000012850	HOOK1	HOOK1
ENSMMUG00000019866	HOOK3	HOOK3
ENSMMUG00000017788	HOPX	HOPX
ENSMMUG00000012807	HOXA1	HOXA1
ENSMMUG00000013463	HOXA13	HOXA13
ENSMMUG00000054649	HOXA2	HOXA2
ENSMMUG00000051572	HOXA3	HOXA3
ENSMMUG00000061471	HOXA5	HOXA5
ENSMMUG00000061724	HOXA6	HOXA6
ENSMMUG00000013459	HOXA9	HOXA9
ENSMMUG00000022212	HOXB1	HOXB1
ENSMMUG00000060879	HOXB13	HOXB13
ENSMMUG00000051420	HOXB5	HOXB5
ENSMMUG00000055324	HOXB7	HOXB7
ENSMMUG00000000924	HOXC11	HOXC11
ENSMMUG00000054600	HOXC13	HOXC13
ENSMMUG00000055610	HOXC4	HOXC4
ENSMMUG00000023501	HOXD12	HOXD12
ENSMMUG00000008852	HP1BP3	HP1BP3
ENSMMUG00000017302	HPCA	HPCA
ENSMMUG00000020440	HPCAL1	HPCAL1
ENSMMUG00000044273	HPCAL4	HPCAL4
ENSMMUG00000016454	HPD	HPD
ENSMMUG00000020078	HPDL	HPDL
ENSMMUG00000020408	HPGD	HPGD
ENSMMUG00000022244	HPGDS	HPGDS
ENSMMUG00000004844	HPN	HPN
ENSMMUG00000020604	HPS1	HPS1
ENSMMUG00000005528	HPS3	HPS3
ENSMMUG00000023442	HPS4	HPS4
ENSMMUG00000017958	HPS5	HPS5
ENSMMUG00000009374	HPS6	HPS6
ENSMMUG00000013342	HPSE	HPSE
ENSMMUG00000007725	HPX	HPX
ENSMMUG00000013022	HR	HR
ENSMMUG00000021659	HRAS	HRAS
ENSMMUG00000018910	HRG	HRG
ENSMMUG00000056308	HRH1	HRH1
ENSMMUG00000014245	HRH2	HRH2
ENSMMUG00000050324	HRH3	HRH3
ENSMMUG00000015065	HRH4	HRH4
ENSMMUG00000022996	HS1BP3	HS1BP3
ENSMMUG00000014056	HS2ST1	HS2ST1
ENSMMUG00000001341	HS3ST1	HS3ST1
ENSMMUG00000058042	HS3ST2	HS3ST2
ENSMMUG00000008050	HS3ST3A1	HS3ST3A1
ENSMMUG00000053284	HS3ST3B1	HS3ST3B1
ENSMMUG00000057856	HS3ST4	HS3ST4
ENSMMUG00000050295	HS3ST5	HS3ST5
ENSMMUG00000004198	HS6ST2	HS6ST2
ENSMMUG00000020115	HSBP1	HSBP1
ENSMMUG00000048128	HSBP1L1	HSBP1L1
ENSMMUG00000020489	HSCB	HSCB
ENSMMUG00000059587	HSD11B1	HSD11B1
ENSMMUG00000008034	HSD11B2	HSD11B2
ENSMMUG00000009884	HSD17B1	HSD17B1
ENSMMUG00000009296	HSD17B10	HSD17B10
ENSMMUG00000019041	HSD17B11	HSD17B11
ENSMMUG00000007990	HSD17B3	HSD17B3
ENSMMUG00000017685	HSD17B4	HSD17B4
ENSMMUG00000057617	HSD17B6	HSD17B6
ENSMMUG00000003861	HSD17B8	HSD17B8
ENSMMUG00000047765	HSD3B1	HSD3B1
ENSMMUG00000020055	HSDL1	HSDL1
ENSMMUG00000011654	HSDL2	HSDL2
ENSMMUG00000014728	HSF1	HSF1
ENSMMUG00000007910	HSF2	HSF2
ENSMMUG00000005906	HSF4	HSF4
ENSMMUG00000054990	HSP90AA1	HSP90AA1
ENSMMUG00000022685	HSP90AB1	HSP90AB1
ENSMMUG00000023469	HSP90B1	HSP90B1
ENSMMUG00000010908	HSPA12A	HSPA12A
ENSMMUG00000022077	HSPA12B	HSPA12B
ENSMMUG00000020091	HSPA13	HSPA13
ENSMMUG00000017173	HSPA14	HSPA14
ENSMMUG00000009396	HSPA4	HSPA4
ENSMMUG00000015245	HSPA4L	HSPA4L
ENSMMUG00000005217	HSPA5	HSPA5
ENSMMUG00000004696	HSPA8	HSPA8
ENSMMUG00000005875	HSPA9	HSPA9
ENSMMUG00000056744	HSPB1	HSPB1
ENSMMUG00000058804	HSPB2	HSPB2
ENSMMUG00000018488	HSPB3	HSPB3
ENSMMUG00000002389	HSPB6	HSPB6
ENSMMUG00000021232	HSPB8	HSPB8
ENSMMUG00000022572	HSPBAP1	HSPBAP1
ENSMMUG00000010489	HSPD1	HSPD1
ENSMMUG00000016547	HSPE1	HSPE1
ENSMMUG00000040870	HSPE1	HSPE1
ENSMMUG00000038252	HSPE1	HSPE1
ENSMMUG00000014828	HSPG2	HSPG2
ENSMMUG00000013707	HSPH1	HSPH1
ENSMMUG00000006450	HTATSF1	HTATSF1
ENSMMUG00000001789	HTR1A	HTR1A
ENSMMUG00000015717	HTR1B	HTR1B
ENSMMUG00000032222	HTR1D	HTR1D
ENSMMUG00000000223	HTR1E	HTR1E
ENSMMUG00000054402	HTR1F	HTR1F
ENSMMUG00000004210	HTR2A	HTR2A
ENSMMUG00000011773	HTR2B	HTR2B
ENSMMUG00000009607	HTR2C	HTR2C
ENSMMUG00000007080	HTR3A	HTR3A
ENSMMUG00000007079	HTR3B	HTR3B
ENSMMUG00000013846	HTR3C	HTR3C
ENSMMUG00000016913	HTR4	HTR4
ENSMMUG00000013084	HTR5A	HTR5A
ENSMMUG00000056637	HTRA1	HTRA1
ENSMMUG00000002136	HTRA2	HTRA2
ENSMMUG00000022672	HTRA3	HTRA3
ENSMMUG00000006037	HTRA4	HTRA4
ENSMMUG00000006362	HUWE1	HUWE1
ENSMMUG00000020121	HYAL1	HYAL1
ENSMMUG00000006994	HYAL2	HYAL2
ENSMMUG00000005718	HYAL4	HYAL4
ENSMMUG00000005805	HYDIN	HYDIN
ENSMMUG00000023675	HYI	HYI
ENSMMUG00000030891	HYOU1	HYOU1
ENSMMUG00000022768	HYPK	HYPK
ENSMMUG00000018045	IAH1	IAH1
ENSMMUG00000032087	IAPP	IAPP
ENSMMUG00000007783	IARS2	IARS2
ENSMMUG00000057834	IBA57	IBA57
ENSMMUG00000011111	IBSP	IBSP
ENSMMUG00000010749	IBTK	IBTK
ENSMMUG00000005435	ICA1	ICA1
ENSMMUG00000014896	ICAM1	ICAM1
ENSMMUG00000050536	ICAM2	ICAM2
ENSMMUG00000002648	ICOS	ICOS
ENSMMUG00000004403	ID1	ID1
ENSMMUG00000003237	ID2	ID2
ENSMMUG00000014691	ID4	ID4
ENSMMUG00000023267	IDE	IDE
ENSMMUG00000016077	IDH1	IDH1
ENSMMUG00000014833	IDH2	IDH2
ENSMMUG00000011838	IDH3A	IDH3A
ENSMMUG00000021328	IDH3B	IDH3B
ENSMMUG00000058590	IDNK	IDNK
ENSMMUG00000019304	IDO1	IDO1
ENSMMUG00000019306	IDO2	IDO2
ENSMMUG00000000671	IDS	IDS
ENSMMUG00000064297	IER3	IER3
ENSMMUG00000018681	IFFO1	IFFO1
ENSMMUG00000004490	IFI16	IFI16
ENSMMUG00000023780	IFI27	IFI27
ENSMMUG00000015999	IFI35	IFI35
ENSMMUG00000001569	IFI44L	IFI44L
ENSMMUG00000011454	IFI6	IFI6
ENSMMUG00000017533	IFIT1	IFIT1
ENSMMUG00000061761	IFIT2	IFIT2
ENSMMUG00000005001	IFIT3	IFIT3
ENSMMUG00000017534	IFIT5	IFIT5
ENSMMUG00000004626	IFITM5	IFITM5
ENSMMUG00000058565	IFNA10	IFNA4
ENSMMUG00000051298	IFNA13	IFNA1
ENSMMUG00000058900	IFNA14	IFNA14
ENSMMUG00000063809	IFNA8	IFNA8
ENSMMUG00000003961	IFNAR1	IFNAR1
ENSMMUG00000003956	IFNAR2	IFNAR2
ENSMMUG00000019067	IFNB1	IFNB1
ENSMMUG00000056408	IFNG	IFNG
ENSMMUG00000062426	IFNGR1	IFNGR1
ENSMMUG00000005508	IFNGR2	IFNGR2
ENSMMUG00000064869	IFNK	IFNK
ENSMMUG00000058193	IFNW1	IFNW1
ENSMMUG00000008033	IFRD1	IFRD1
ENSMMUG00000020119	IFRD2	IFRD2
ENSMMUG00000012727	IFT122	IFT122
ENSMMUG00000000044	IFT140	IFT140
ENSMMUG00000005096	IFT172	IFT172
ENSMMUG00000000396	IFT52	IFT52
ENSMMUG00000008786	IFT57	IFT57
ENSMMUG00000006076	IFT74	IFT74
ENSMMUG00000017282	IFT80	IFT80
ENSMMUG00000023032	IFT81	IFT81
ENSMMUG00000013367	IFT88	IFT88
ENSMMUG00000021783	IGDCC3	IGDCC3
ENSMMUG00000021788	IGDCC4	IGDCC4
ENSMMUG00000002235	IGF1	IGF1
ENSMMUG00000012305	IGF1R	IGF1R
ENSMMUG00000011533	IGF2BP1	IGF2BP1
ENSMMUG00000023416	IGF2BP2	IGF2BP2
ENSMMUG00000004839	IGF2BP3	IGF2BP3
ENSMMUG00000015658	IGF2R	IGF2R
ENSMMUG00000059330	IGFBP1	IGFBP1
ENSMMUG00000054183	IGFBP2	IGFBP2
ENSMMUG00000013764	IGFBP3	IGFBP3
ENSMMUG00000009384	IGFBP4	IGFBP4
ENSMMUG00000041480	IGFBP5	IGFBP5
ENSMMUG00000014011	IGFBP7	IGFBP7
ENSMMUG00000010128	IGHMBP2	IGHMBP2
ENSMMUG00000011152	IGSF1	IGSF1
ENSMMUG00000008075	IGSF11	IGSF11
ENSMMUG00000023517	IGSF21	IGSF21
ENSMMUG00000063818	IGSF22	IGSF22
ENSMMUG00000013876	IGSF6	IGSF6
ENSMMUG00000004706	IGSF9	IGSF9
ENSMMUG00000012410	IGSF9B	IGSF9B
ENSMMUG00000000785	IHH	IHH
ENSMMUG00000010008	IK	IK
ENSMMUG00000051674	IKBIP	IKBIP
ENSMMUG00000008351	IKBKB	IKBKB
ENSMMUG00000002526	IKBKE	IKBKE
ENSMMUG00000017277	IKBKG	IKBKG
ENSMMUG00000000504	IKZF1	IKZF1
ENSMMUG00000000381	IKZF2	IKZF2
ENSMMUG00000017337	IKZF3	IKZF3
ENSMMUG00000007523	IKZF4	IKZF4
ENSMMUG00000023480	IKZF5	IKZF5
ENSMMUG00000023569	IL10	IL10
ENSMMUG00000059436	IL10RA	IL10RA
ENSMMUG00000023084	IL12A	IL12A
ENSMMUG00000021701	IL12B	IL12B
ENSMMUG00000012096	IL12RB1	IL12RB1
ENSMMUG00000000651	IL12RB2	IL12RB2
ENSMMUG00000003131	IL13	IL13
ENSMMUG00000022224	IL13RA2	IL13RA2
ENSMMUG00000019092	IL15	IL15
ENSMMUG00000015149	IL15RA	IL15RA
ENSMMUG00000011555	IL16	IL16
ENSMMUG00000007403	IL17A	IL17A
ENSMMUG00000021666	IL17B	IL17B
ENSMMUG00000006691	IL17F	IL17F
ENSMMUG00000022222	IL17RA	IL17RA
ENSMMUG00000019267	IL17RB	IL17RB
ENSMMUG00000018282	IL17RC	IL17RC
ENSMMUG00000016602	IL17RD	IL17RD
ENSMMUG00000018281	IL17RE	IL17RE
ENSMMUG00000064111	IL18	IL18
